,Unnamed: 0,Source,Target,Weight
170902,170902,19-1012.00,29-1069.05,0.00596927762279
170907,170907,19-1012.00,29-1069.10,0.00650884528088
170908,170908,19-1012.00,29-1069.11,0.00716716520074
170937,170937,19-1012.00,29-2011.01,0.00483036404228
170965,170965,19-1012.00,29-9012.00,0.00653401598075
170992,170992,19-1012.00,33-2021.01,0.0068809077149
171163,171163,19-1012.00,45-2011.00,0.0045726175516
171216,171216,19-1012.00,47-4011.00,0.00277190601944
171455,171455,19-1013.00,19-1022.00,0.00385163810592
171458,171458,19-1013.00,19-1029.02,0.00675757646726
171460,171460,19-1013.00,19-1031.01,0.00619784948802
171465,171465,19-1013.00,19-1042.00,0.00492404682132
171470,171470,19-1013.00,19-2032.00,0.00623287132545
171471,171471,19-1013.00,19-2041.00,0.00342348927818
171473,171473,19-1013.00,19-2041.02,0.00650977895794
171475,171475,19-1013.00,19-2042.00,0.00467094110849
172208,172208,19-1020.01,19-1029.01,0.00612467096044
172253,172253,19-1020.01,19-4061.00,0.00682596853597
172971,172971,19-1021.00,19-2032.00,0.003857508205
173708,173708,19-1022.00,19-1029.02,0.00434518471925
173710,173710,19-1022.00,19-1031.01,0.0059237412125
173715,173715,19-1022.00,19-1042.00,0.00491030349956
173720,173720,19-1022.00,19-2032.00,0.00687220337915
173721,173721,19-1022.00,19-2041.00,0.00358782312667
173723,173723,19-1022.00,19-2041.02,0.00499195391739
173725,173725,19-1022.00,19-2042.00,0.00504135368927
173891,173891,19-1022.00,29-1041.00,0.00647597281086
173899,173899,19-1022.00,29-1067.00,0.00690402753192
173904,173904,19-1022.00,29-1069.05,0.00719111389969
173914,173914,19-1022.00,29-1081.00,0.00625199510846
173925,173925,19-1022.00,29-1131.00,0.00715641491111
174457,174457,19-1023.00,19-1029.03,0.00224027005164
174458,174458,19-1023.00,19-1031.01,0.00718307438946
174469,174469,19-1023.00,19-2041.00,0.0061983499615
174471,174471,19-1023.00,19-2041.02,0.00613848048996
174639,174639,19-1023.00,29-1041.00,0.00527016571183
174641,174641,19-1023.00,29-1061.00,0.00561339464104
174652,174652,19-1023.00,29-1069.05,0.0043090231065
174653,174653,19-1023.00,29-1069.06,0.00466085848766
174657,174657,19-1023.00,29-1069.10,0.00411594568454
174658,174658,19-1023.00,29-1069.11,0.00630207877796
174659,174659,19-1023.00,29-1069.12,0.00494880352443
174687,174687,19-1023.00,29-2011.01,0.00415990767268
174715,174715,19-1023.00,29-9012.00,0.00710794765994
174743,174743,19-1023.00,33-2021.02,0.00648661809251
175210,175210,19-1029.01,19-1042.00,0.00323252750657
175212,175212,19-1029.01,19-2012.00,0.00679084741644
175216,175216,19-1029.01,19-2041.00,0.00601076112884
175218,175218,19-1029.01,19-2041.02,0.00521695044503
175219,175219,19-1029.01,19-2041.03,0.00561387983134
175220,175220,19-1029.01,19-2042.00,0.00493426744939
175225,175225,19-1029.01,19-3022.00,0.00649626965644
175247,175247,19-1029.01,19-4061.00,0.00632241238799
175286,175286,19-1029.01,25-1052.00,0.0061442641825
175386,175386,19-1029.01,29-1041.00,0.00708531127545
175398,175398,19-1029.01,29-1069.04,0.00561360927417
175401,175401,19-1029.01,29-1069.07,0.00601686657119
175966,175966,19-1029.02,19-2042.00,0.00603383018829
176709,176709,19-1029.03,19-2041.02,0.00694702498724
176877,176877,19-1029.03,29-1041.00,0.00704130010306
176890,176890,19-1029.03,29-1069.05,0.00545931320102
176891,176891,19-1029.03,29-1069.06,0.00688877177054
176892,176892,19-1029.03,29-1069.07,0.00592058876919
176895,176895,19-1029.03,29-1069.10,0.0044700747071
176897,176897,19-1029.03,29-1069.12,0.00672670638703
176925,176925,19-1029.03,29-2011.01,0.00406191666979
177441,177441,19-1031.01,19-1031.02,0.0041103446759
177445,177445,19-1031.01,19-1042.00,0.00612684386308
177451,177451,19-1031.01,19-2041.00,0.00334829542647
177453,177453,19-1031.01,19-2041.02,0.00352401693139
177455,177455,19-1031.01,19-2042.00,0.00684625785877
177621,177621,19-1031.01,29-1041.00,0.00557263830931
177644,177644,19-1031.01,29-1081.00,0.00719225219416
177655,177655,19-1031.01,29-1131.00,0.00715107493968
177680,177680,19-1031.01,29-2051.00,0.00688178613427
177696,177696,19-1031.01,29-9011.00,0.00601901303048
177697,177697,19-1031.01,29-9012.00,0.00633616220133
177714,177714,19-1031.01,31-9096.00,0.00712518600652
177948,177948,19-1031.01,47-4011.00,0.0061929724172
178163,178163,19-1031.01,53-6041.00,0.00676442522608
178186,178186,19-1031.02,19-1032.00,0.00693385737613
178194,178194,19-1031.02,19-2041.00,0.00629878205756
178196,178196,19-1031.02,19-2041.02,0.00564549489767
178398,178398,19-1031.02,29-1131.00,0.00678918217443
178440,178440,19-1031.02,29-9012.00,0.00698017240111
179104,179104,19-1031.03,29-1024.00,0.00486872954337
179137,179137,19-1031.03,29-1126.00,0.0061749246763
179146,179146,19-1031.03,29-1151.00,0.00695230882137
179149,179149,19-1031.03,29-1181.00,0.00411935034218
179164,179164,19-1031.03,29-2041.00,0.00701460188201
179170,179170,19-1031.03,29-2056.00,0.00707346145913
179175,179175,19-1031.03,29-2091.00,0.00692127610205
179194,179194,19-1031.03,31-9091.00,0.0069641807904
179205,179205,19-1031.03,33-1021.01,0.0057871747664
179206,179206,19-1031.03,33-1021.02,0.00707371360067
179219,179219,19-1031.03,33-3031.00,0.00679251189201
179270,179270,19-1031.03,39-4011.00,0.00495865673316
180414,180414,19-1041.00,19-2021.00,0.00346485062666
180432,180432,19-1041.00,19-3041.00,0.00668241670889
180434,180434,19-1041.00,19-3091.01,0.00467467410247
180436,180436,19-1041.00,19-3092.00,0.00266744264995
180484,180484,19-1041.00,25-1042.00,0.00699425640557
180592,180592,19-1041.00,29-1064.00,0.0066839229641
180594,180594,19-1041.00,29-1066.00,0.00707689242082
181155,181155,19-1042.00,19-2032.00,0.00624985444937
181156,181156,19-1042.00,19-2041.00,0.00377555522706
181158,181158,19-1042.00,19-2041.02,0.002977453223
181159,181159,19-1042.00,19-2041.03,0.00707327899167
181160,181160,19-1042.00,19-2042.00,0.00397580391994
181162,181162,19-1042.00,19-2099.01,0.00667732245472
181174,181174,19-1042.00,19-3091.02,0.00541899393689
181226,181226,19-1042.00,25-1052.00,0.006228300275
181326,181326,19-1042.00,29-1041.00,0.00581089193602
181327,181327,19-1042.00,29-1051.00,0.0065120748467
181330,181330,19-1042.00,29-1063.00,0.00575476524597
181334,181334,19-1042.00,29-1067.00,0.00537160077271
181338,181338,19-1042.00,29-1069.04,0.00661206422005
181339,181339,19-1042.00,29-1069.05,0.00569935162286
181349,181349,19-1042.00,29-1081.00,0.00622257155544
181360,181360,19-1042.00,29-1131.00,0.0047268955019
181368,181368,19-1042.00,29-1171.00,0.00677734551304
181897,181897,19-2011.00,19-2041.03,0.00697975157925
181912,181912,19-2011.00,19-3091.02,0.00632113709083
182662,182662,19-2012.00,19-4061.00,0.00566899113681
183381,183381,19-2021.00,19-3039.01,0.00362407415997
183382,183382,19-2021.00,19-3041.00,0.00586742096514
183384,183384,19-2021.00,19-3091.01,0.00261867647117
183386,183386,19-2021.00,19-3092.00,0.00196068695918
183388,183388,19-2021.00,19-3094.00,0.00672288894458
183432,183432,19-2021.00,25-1032.00,0.00563893578203
183434,183434,19-2021.00,25-1042.00,0.00552298975279
183435,183435,19-2021.00,25-1043.00,0.00543556267889
183436,183436,19-2021.00,25-1051.00,0.00558238274895
183438,183438,19-2021.00,25-1053.00,0.00655651175232
183441,183441,19-2021.00,25-1062.00,0.00718794230044
183443,183443,19-2021.00,25-1064.00,0.00655332289743
183445,183445,19-2021.00,25-1066.00,0.00545765976482
183447,183447,19-2021.00,25-1071.00,0.00711608676874
183541,183541,19-2021.00,29-1063.00,0.00631159872713
183542,183542,19-2021.00,29-1064.00,0.00424265870763
183543,183543,19-2021.00,29-1065.00,0.00528942703778
183544,183544,19-2021.00,29-1066.00,0.00573048676977
183554,183554,19-2021.00,29-1069.09,0.00523349951229
184126,184126,19-2031.00,19-4011.02,0.00594158460133
184128,184128,19-2031.00,19-4031.00,0.0050387584498
184130,184130,19-2031.00,19-4041.02,0.00637525195199
184319,184319,19-2031.00,29-2011.00,0.00559848670912
184836,184836,19-2032.00,19-2041.00,0.00623471230185
184840,184840,19-2032.00,19-2042.00,0.00653733396335
185040,185040,19-2032.00,29-1131.00,0.00657309049395
185571,185571,19-2041.00,19-2041.02,0.00346631539757
185573,185573,19-2041.00,19-2042.00,0.0041024895187
185600,185600,19-2041.00,19-4061.00,0.0067144065715
185739,185739,19-2041.00,29-1041.00,0.00386121108034
185747,185747,19-2041.00,29-1067.00,0.00651279674797
185752,185752,19-2041.00,29-1069.05,0.0049215813784
185753,185753,19-2041.00,29-1069.06,0.006962673212
185755,185755,19-2041.00,29-1069.08,0.00652738733305
185762,185762,19-2041.00,29-1081.00,0.00577246864721
185773,185773,19-2041.00,29-1131.00,0.0058078115032
185815,185815,19-2041.00,29-9012.00,0.00701081968063
186066,186066,19-2041.00,47-4011.00,0.00717526798498
186304,186304,19-2041.01,19-2041.03,0.00661909290171
186310,186310,19-2041.01,19-3022.00,0.00575002665022
186320,186320,19-2041.01,19-3092.00,0.00669285119229
186362,186362,19-2041.01,25-1011.00,0.00652148849455
186365,186365,19-2041.01,25-1031.00,0.00634824781951
186376,186376,19-2041.01,25-1063.00,0.00652077025645
187036,187036,19-2041.02,19-2042.00,0.00559598139737
187050,187050,19-2041.02,19-3091.02,0.0068352915698
187063,187063,19-2041.02,19-4061.00,0.00643347126857
187202,187202,19-2041.02,29-1041.00,0.00382464095228
187210,187210,19-2041.02,29-1067.00,0.00648458850973
187217,187217,19-2041.02,29-1069.07,0.00619988844734
187225,187225,19-2041.02,29-1081.00,0.00441078178248
187235,187235,19-2041.02,29-1128.00,0.00698396751736
187236,187236,19-2041.02,29-1131.00,0.00595635686339
187278,187278,19-2041.02,29-9012.00,0.00694031927269
187771,187771,19-2041.03,19-3022.00,0.00422283806763
187775,187775,19-2041.03,19-3032.00,0.00514986022173
187779,187779,19-2041.03,19-3091.01,0.00389017191978
187780,187780,19-2041.03,19-3091.02,0.00654552075891
187781,187781,19-2041.03,19-3092.00,0.00598050845824
187827,187827,19-2041.03,25-1032.00,0.00583176175537
188201,188201,19-2041.03,43-9111.01,0.00698182783343
188661,188661,19-2042.00,29-1041.00,0.00689316379039
188669,188669,19-2042.00,29-1067.00,0.00716898104702
188674,188674,19-2042.00,29-1069.05,0.00688594923444
192134,192134,19-3022.00,19-3032.00,0.00502141618462
192137,192137,19-3022.00,19-3051.00,0.00539835563817
192186,192186,19-3022.00,25-1032.00,0.00623086884652
192196,192196,19-3022.00,25-1063.00,0.00643854422489
192403,192403,19-3022.00,33-3021.06,0.0070576417587
192560,192560,19-3022.00,43-9111.01,0.00710144418492
192884,192884,19-3031.01,21-1012.00,0.00265677168308
192948,192948,19-3031.01,25-2052.00,0.00536497599558
192949,192949,19-3031.01,25-2053.00,0.00346179575739
192952,192952,19-3031.01,25-3011.00,0.00561473863584
192954,192954,19-3031.01,25-3099.02,0.00651395525868
193578,193578,19-3031.02,19-3031.03,0.00527855171397
193607,193607,19-3031.02,21-1013.00,0.00534848641786
193608,193608,19-3031.02,21-1014.00,0.00544342986298
193742,193742,19-3031.02,29-1065.00,0.00473832333434
193743,193743,19-3031.02,29-1066.00,0.00439309434351
194328,194328,19-3031.03,21-1013.00,0.00377023714306
194329,194329,19-3031.03,21-1014.00,0.00627407805942
194464,194464,19-3031.03,29-1066.00,0.00417873515939
195023,195023,19-3032.00,19-3051.00,0.00575379081282
195024,195024,19-3032.00,19-3091.01,0.00530268611619
195743,195743,19-3039.01,19-3091.01,0.00314902170024
195745,195745,19-3039.01,19-3092.00,0.00444147582461
195794,195794,19-3039.01,25-1043.00,0.00586471592101
195796,195796,19-3039.01,25-1052.00,0.00673600360637
195804,195804,19-3039.01,25-1066.00,0.00559694941446
195806,195806,19-3039.01,25-1071.00,0.00699779218286
195890,195890,19-3039.01,29-1011.00,0.00492992946153
195899,195899,19-3039.01,29-1062.00,0.00620821802952
195900,195900,19-3039.01,29-1063.00,0.00440383478828
195901,195901,19-3039.01,29-1064.00,0.00495803223347
195902,195902,19-3039.01,29-1065.00,0.0055700548571
195906,195906,19-3039.01,29-1069.02,0.00654726193401
195907,195907,19-3039.01,29-1069.03,0.00381705417373
195908,195908,19-3039.01,29-1069.04,0.00384925689102
195913,195913,19-3039.01,29-1069.09,0.00419326850628
195917,195917,19-3039.01,29-1071.00,0.00570494777664
195937,195937,19-3039.01,29-1161.00,0.00618980549919
195941,195941,19-3039.01,29-1199.04,0.00344530312464
196463,196463,19-3041.00,19-3092.00,0.00616406349087
196465,196465,19-3041.00,19-3094.00,0.00321563547202
196511,196511,19-3041.00,25-1042.00,0.0058255531051
196512,196512,19-3041.00,25-1043.00,0.00623132098159
196515,196515,19-3041.00,25-1053.00,0.00606084987901
196517,196517,19-3041.00,25-1061.00,0.00367590693697
196518,196518,19-3041.00,25-1062.00,0.00585464834904
196520,196520,19-3041.00,25-1064.00,0.00660652192258
196521,196521,19-3041.00,25-1065.00,0.005380737009
196522,196522,19-3041.00,25-1066.00,0.00421620392301
196523,196523,19-3041.00,25-1067.00,0.00567353538621
196524,196524,19-3041.00,25-1071.00,0.0057803271379
196621,196621,19-3041.00,29-1066.00,0.00599271204185
197183,197183,19-3051.00,19-3099.01,0.00593512925853
197896,197896,19-3091.01,19-3092.00,0.00249929489766
197942,197942,19-3091.01,25-1032.00,0.00565436289345
197945,197945,19-3091.01,25-1043.00,0.0061185655528
197947,197947,19-3091.01,25-1052.00,0.00665204310652
197951,197951,19-3091.01,25-1062.00,0.00714387124629
197953,197953,19-3091.01,25-1064.00,0.00604559846845
197955,197955,19-3091.01,25-1066.00,0.0040978708232
198051,198051,19-3091.01,29-1063.00,0.00601579499361
198064,198064,19-3091.01,29-1069.09,0.006645605002
198660,198660,19-3091.02,25-1043.00,0.00644377673102
198756,198756,19-3091.02,29-1011.00,0.00647225987857
198779,198779,19-3091.02,29-1069.09,0.00621740880182
199371,199371,19-3092.00,25-1032.00,0.00418086169878
199373,199373,19-3092.00,25-1042.00,0.00567795570939
199374,199374,19-3092.00,25-1043.00,0.00600528702494
199375,199375,19-3092.00,25-1051.00,0.00505989052589
199376,199376,19-3092.00,25-1052.00,0.00699881476897
199377,199377,19-3092.00,25-1053.00,0.00652597081197
199382,199382,19-3092.00,25-1064.00,0.00589743790772
199384,199384,19-3092.00,25-1066.00,0.00497203278181
199481,199481,19-3092.00,29-1064.00,0.00691443061529
199493,199493,19-3092.00,29-1069.09,0.00629649364726
200093,200093,19-3093.00,25-1062.00,0.00573711951346
200804,200804,19-3094.00,25-1061.00,0.00634014871034
200809,200809,19-3094.00,25-1066.00,0.0064517912508
200908,200908,19-3094.00,29-1066.00,0.00627092455522
201474,201474,19-3099.01,19-4061.01,0.0063721634066
202887,202887,19-4011.02,19-4031.00,0.00606397074886
202895,202895,19-4011.02,19-4092.00,0.0051843521211
203053,203053,19-4011.02,29-1071.01,0.00668953968311
203078,203078,19-4011.02,29-2011.00,0.00616624025023
203080,203080,19-4011.02,29-2011.02,0.00431512881673
203081,203081,19-4011.02,29-2011.03,0.00713601173951
203082,203082,19-4011.02,29-2012.00,0.00633922834329
203086,203086,19-4011.02,29-2033.00,0.00516801825052
203095,203095,19-4011.02,29-2056.00,0.0069397714592
204304,204304,19-4031.00,19-4041.02,0.00394610832229
204309,204309,19-4031.00,19-4091.00,0.00616088157201
204313,204313,19-4031.00,19-4099.02,0.00586480672446
204473,204473,19-4031.00,29-1124.00,0.00574009959013
204493,204493,19-4031.00,29-2011.00,0.00500460220609
204497,204497,19-4031.00,29-2012.00,0.00394931212513
204501,204501,19-4031.00,29-2033.00,0.00639584969109
205228,205228,19-4041.01,29-9012.00,0.00663743578676
205724,205724,19-4041.02,19-4099.02,0.00546150219026
205884,205884,19-4041.02,29-1124.00,0.00664436434209
205904,205904,19-4041.02,29-2011.00,0.00402960877406
205908,205908,19-4041.02,29-2012.00,0.00560684316498
206334,206334,19-4041.02,51-9011.00,0.00651980974545
207286,207286,19-4051.02,29-1071.01,0.00618405722636
207313,207313,19-4051.02,29-2011.02,0.00699249818241
207317,207317,19-4051.02,29-2031.00,0.00623193035134
207335,207335,19-4051.02,29-2099.01,0.00680884032568
208651,208651,19-4061.01,27-3043.04,0.00693643123721
208661,208661,19-4061.01,29-1011.00,0.00686824739756
209231,209231,19-4091.00,19-4092.00,0.0058783996537
209234,209234,19-4091.00,19-4099.02,0.00429165580756
209363,209363,19-4091.00,29-1022.00,0.00668979528105
209394,209394,19-4091.00,29-1124.00,0.00605904879429
209398,209398,19-4091.00,29-1126.00,0.00594832751138
209407,209407,19-4091.00,29-1151.00,0.00517807065651
209414,209414,19-4091.00,29-2011.00,0.00712465797649
209422,209422,19-4091.00,29-2033.00,0.0060731620135
209425,209425,19-4091.00,29-2041.00,0.00623258544879
209431,209431,19-4091.00,29-2056.00,0.00467899514811
209466,209466,19-4091.00,33-1021.01,0.00617627503021
209480,209480,19-4091.00,33-3031.00,0.00455258009471
209909,209909,19-4091.00,53-6041.00,0.006342439504
209931,209931,19-4092.00,19-4093.00,0.00679042098946
209933,209933,19-4092.00,19-4099.02,0.00612721145852
210088,210088,19-4092.00,29-1071.01,0.00664949223916
210097,210097,19-4092.00,29-1126.00,0.00580905187443
210106,210106,19-4092.00,29-1151.00,0.00664116054328
210109,210109,19-4092.00,29-1181.00,0.00594577469702
210113,210113,19-4092.00,29-2011.00,0.00594370861043
210115,210115,19-4092.00,29-2011.02,0.00601208165969
210117,210117,19-4092.00,29-2012.00,0.00693758660475
210121,210121,19-4092.00,29-2033.00,0.00450748893297
210124,210124,19-4092.00,29-2041.00,0.00643502642515
210130,210130,19-4092.00,29-2056.00,0.0040270005751
210179,210179,19-4092.00,33-3031.00,0.00604338438391
210632,210632,19-4093.00,19-4099.03,0.00460054277179
210811,210811,19-4093.00,29-2011.00,0.00709072162935
210828,210828,19-4093.00,29-2056.00,0.00581178684814
210836,210836,19-4093.00,29-2099.05,0.00681588806469
211047,211047,19-4093.00,45-4011.00,0.005992125025
211947,211947,19-4099.01,51-9061.00,0.00557602680987
212184,212184,19-4099.02,29-1124.00,0.00557217774798
212188,212188,19-4099.02,29-1126.00,0.00663633359725
212204,212204,19-4099.02,29-2011.00,0.00416630434617
212208,212208,19-4099.02,29-2012.00,0.00486992558138
212212,212212,19-4099.02,29-2033.00,0.00642562837481
212221,212221,19-4099.02,29-2056.00,0.0070305182373
212256,212256,19-4099.02,33-1021.01,0.00716502249694
212270,212270,19-4099.02,33-3031.00,0.00614911030908
213417,213417,21-1011.00,21-1013.00,0.00718279318151
213418,213418,21-1011.00,21-1014.00,0.00624812458924
213422,213422,21-1011.00,21-1023.00,0.00567985761172
213425,213425,21-1011.00,21-1093.00,0.00638280888588
213459,213459,21-1011.00,25-1082.00,0.00648352660973
213464,213464,21-1011.00,25-1122.00,0.00612641990536
213482,213482,21-1011.00,25-2054.00,0.0069160594775
213483,213483,21-1011.00,25-2059.01,0.00700238500832
213575,213575,21-1011.00,29-1125.01,0.00498426992045
213576,213576,21-1011.00,29-1125.02,0.00472878429119
213583,213583,21-1011.00,29-1141.02,0.00521004806736
213587,213587,21-1011.00,29-1161.00,0.00712399682189
213772,213772,21-1011.00,43-4051.03,0.00604774418074
214174,214174,21-1012.00,25-2053.00,0.0041761394419
214177,214177,21-1012.00,25-3011.00,0.00564854424299
214803,214803,21-1013.00,21-1014.00,0.00353437748343
214804,214804,21-1013.00,21-1015.00,0.00495308086783
214805,214805,21-1013.00,21-1021.00,0.00593557738614
214807,214807,21-1013.00,21-1023.00,0.00408259069112
214938,214938,21-1013.00,29-1066.00,0.00426822901645
214960,214960,21-1013.00,29-1125.01,0.00718376934816
215495,215495,21-1014.00,21-1015.00,0.00680154612067
215497,215497,21-1014.00,21-1022.00,0.00612206272545
215498,215498,21-1014.00,21-1023.00,0.00243288291115
215628,215628,21-1014.00,29-1065.00,0.00670378303818
215629,215629,21-1014.00,29-1066.00,0.00452505058474
216186,216186,21-1015.00,21-1021.00,0.0062141156442
216188,216188,21-1015.00,21-1023.00,0.00343168723107
216319,216319,21-1015.00,29-1066.00,0.0068971760223
216876,216876,21-1021.00,21-1022.00,0.00471171676044
216877,216877,21-1021.00,21-1023.00,0.00542475019008
216878,216878,21-1021.00,21-1091.00,0.00712015195974
217008,217008,21-1021.00,29-1066.00,0.00630598304435
217029,217029,21-1021.00,29-1125.00,0.00617531867954
217565,217565,21-1022.00,21-1023.00,0.00520839294902
217566,217566,21-1022.00,21-1091.00,0.00667411467988
217683,217683,21-1022.00,29-1011.00,0.00678264170893
217696,217696,21-1022.00,29-1066.00,0.00698904330598
217713,217713,21-1022.00,29-1122.00,0.00718968697549
217717,217717,21-1022.00,29-1125.00,0.00419042077443
218383,218383,21-1023.00,29-1066.00,0.00482043180766
218405,218405,21-1023.00,29-1125.01,0.00672993797774
218960,218960,21-1091.00,25-1043.00,0.00684843415719
218966,218966,21-1091.00,25-1062.00,0.00695060325097
218975,218975,21-1091.00,25-1082.00,0.00629946245044
218978,218978,21-1091.00,25-1113.00,0.00653080696123
218980,218980,21-1091.00,25-1122.00,0.0064599232638
218987,218987,21-1091.00,25-1193.00,0.00624931501693
219006,219006,21-1091.00,25-4021.00,0.00596254240899
220311,220311,21-1093.00,21-1094.00,0.00514773601077
220492,220492,21-1093.00,29-2053.00,0.00422388341297
220542,220542,21-1093.00,33-3021.05,0.00621077333735
220550,220550,21-1093.00,33-9021.00,0.00674077819568
220629,220629,21-1093.00,41-4011.07,0.00588492089963
221047,221047,21-1094.00,25-2032.00,0.00494575866254
221051,221051,21-1094.00,25-2059.01,0.00556736386077
221144,221144,21-1094.00,29-1125.02,0.00644442117586
221175,221175,21-1094.00,29-2053.00,0.00565509960769
221350,221350,21-1094.00,43-4171.00,0.00708529178731
222418,222418,21-2021.00,25-4011.00,0.00663649760691
222419,222419,21-2021.00,25-4012.00,0.00695457369009
222421,222421,21-2021.00,25-4021.00,0.00660194972823
222442,222442,21-2021.00,27-2012.03,0.00707417223858
222661,222661,21-2021.00,41-1012.00,0.00636622866609
223042,223042,23-1011.00,23-1021.00,0.00663362760607
223138,223138,23-1011.00,27-3031.00,0.00633114885592
223141,223141,23-1011.00,27-3043.04,0.00706715157785
224402,224402,23-1021.00,23-2011.00,0.00706610092144
226526,226526,23-2011.00,27-3043.04,0.00560267328271
226528,226528,23-2011.00,27-3091.00,0.00688817199884
226733,226733,23-2011.00,41-3021.00,0.00676178973768
226767,226767,23-2011.00,43-4051.00,0.00684468160125
226777,226777,23-2011.00,43-4161.00,0.00309085344227
228455,228455,25-1011.00,25-1031.00,0.00132502948062
228459,228459,25-1011.00,25-1043.00,0.00532503416794
228465,228465,25-1011.00,25-1062.00,0.00648245579024
228466,228466,25-1011.00,25-1063.00,0.00242780492244
228467,228467,25-1011.00,25-1064.00,0.00452726297222
228469,228469,25-1011.00,25-1066.00,0.00592311302799
228474,228474,25-1011.00,25-1082.00,0.00338275865588
228477,228477,25-1011.00,25-1113.00,0.00329622838291
228479,228479,25-1011.00,25-1122.00,0.00327040943357
228481,228481,25-1011.00,25-1124.00,0.00612093258615
228483,228483,25-1011.00,25-1126.00,0.00424175069848
228485,228485,25-1011.00,25-1192.00,0.00385459275529
228486,228486,25-1011.00,25-1193.00,0.00657860237839
228490,228490,25-1011.00,25-2021.00,0.0064037254782
228493,228493,25-1011.00,25-2031.00,0.00666542278675
228497,228497,25-1011.00,25-2054.00,0.00626111426553
230469,230469,25-1031.00,25-1043.00,0.00592214325321
230475,230475,25-1031.00,25-1062.00,0.00556278387441
230476,230476,25-1031.00,25-1063.00,0.00320748574417
230477,230477,25-1031.00,25-1064.00,0.00459910368828
230479,230479,25-1031.00,25-1066.00,0.00422591210336
230481,230481,25-1031.00,25-1071.00,0.00706824956669
230484,230484,25-1031.00,25-1082.00,0.00262922429037
230487,230487,25-1031.00,25-1113.00,0.00236109520448
230489,230489,25-1031.00,25-1122.00,0.00259590171211
230491,230491,25-1031.00,25-1124.00,0.00509851957634
230493,230493,25-1031.00,25-1126.00,0.00301170477192
230495,230495,25-1031.00,25-1192.00,0.00401576665625
230496,230496,25-1031.00,25-1193.00,0.00509350896625
230500,230500,25-1031.00,25-2021.00,0.00584268227042
230503,230503,25-1031.00,25-2031.00,0.00684312549361
230507,230507,25-1031.00,25-2054.00,0.00624363357269
231137,231137,25-1032.00,25-1043.00,0.00683785561438
231138,231138,25-1032.00,25-1051.00,0.00549083954293
231139,231139,25-1032.00,25-1052.00,0.00595701030274
231144,231144,25-1032.00,25-1063.00,0.00441120464406
231145,231145,25-1032.00,25-1064.00,0.00558875974169
231147,231147,25-1032.00,25-1066.00,0.00643677065965
231163,231163,25-1032.00,25-1192.00,0.00701003686974
231804,231804,25-1041.00,25-1043.00,0.0058537482725
231806,231806,25-1041.00,25-1052.00,0.00624069820311
231817,231817,25-1041.00,25-1072.00,0.00178176425512
231830,231830,25-1041.00,25-1192.00,0.00539720261669
231919,231919,25-1041.00,29-1069.05,0.00644711871441
231922,231922,25-1041.00,29-1069.08,0.00586671333152
232470,232470,25-1042.00,25-1043.00,0.00524763764387
232471,232471,25-1042.00,25-1051.00,0.00340367502127
232473,232473,25-1042.00,25-1053.00,0.00248125474451
232475,232475,25-1042.00,25-1061.00,0.00412811088194
232476,232476,25-1042.00,25-1062.00,0.00519846119936
232478,232478,25-1042.00,25-1064.00,0.00342836758775
232479,232479,25-1042.00,25-1065.00,0.0065852770382
232480,232480,25-1042.00,25-1066.00,0.00418339475397
232482,232482,25-1042.00,25-1071.00,0.00371415377476
232488,232488,25-1042.00,25-1113.00,0.00641169132493
233136,233136,25-1043.00,25-1051.00,0.00683120738627
233138,233138,25-1043.00,25-1053.00,0.00686620358447
233141,233141,25-1043.00,25-1062.00,0.00383681556087
233142,233142,25-1043.00,25-1063.00,0.00562799670516
233143,233143,25-1043.00,25-1064.00,0.00299489394453
233145,233145,25-1043.00,25-1066.00,0.00382042252369
233147,233147,25-1043.00,25-1071.00,0.00584104053978
233148,233148,25-1043.00,25-1072.00,0.00353238553269
233150,233150,25-1043.00,25-1082.00,0.00535781982582
233153,233153,25-1043.00,25-1113.00,0.00381741336773
233155,233155,25-1043.00,25-1122.00,0.00676866856851
233159,233159,25-1043.00,25-1126.00,0.00717170183407
233161,233161,25-1043.00,25-1192.00,0.00594862298372
233162,233162,25-1043.00,25-1193.00,0.00673350276646
233254,233254,25-1043.00,29-1069.09,0.00624087161899
233801,233801,25-1051.00,25-1052.00,0.00379442541268
233802,233802,25-1051.00,25-1053.00,0.00261108929231
233803,233803,25-1051.00,25-1054.00,0.00676515742582
233805,233805,25-1051.00,25-1062.00,0.00719109326932
233807,233807,25-1051.00,25-1064.00,0.00414997899609
233809,233809,25-1051.00,25-1066.00,0.00536865325773
233811,233811,25-1051.00,25-1071.00,0.00421335966804
233825,233825,25-1051.00,25-1192.00,0.00663578945527
234465,234465,25-1052.00,25-1053.00,0.00579056123435
234466,234466,25-1052.00,25-1054.00,0.00563852936447
234475,234475,25-1052.00,25-1072.00,0.00611187712223
234488,234488,25-1052.00,25-1192.00,0.00653066777117
234568,234568,25-1052.00,29-1063.00,0.00609245736155
234576,234576,25-1052.00,29-1069.04,0.00542415660199
235129,235129,25-1053.00,25-1061.00,0.00655438468308
235130,235130,25-1053.00,25-1062.00,0.00715474386343
235132,235132,25-1053.00,25-1064.00,0.00451340192449
235134,235134,25-1053.00,25-1066.00,0.0053864687701
235136,235136,25-1053.00,25-1071.00,0.00390896629308
235150,235150,25-1053.00,25-1192.00,0.00707254558721
